,sequence,guess
979,"['NOUN', 'PUNCT', 'PRON']",zhs_ud
980,"['NOUN', 'PUNCT', 'PRON']",zhs_ud
981,"['PRON', 'VERB', 'VERB']",zhs_ud
982,"['PROPN', 'PROPN', 'PUNCT']",en_ud
983,"['NOUN', 'NOUN', 'PUNCT']",zhs_ud
984,"['NOUN', 'PRON', 'PUNCT']",zhs_ud
985,"['PROPN', 'PROPN', 'CCONJ']",en_ud
986,"['VERB', 'PRON', 'VERB']",zhs_ud
987,"['ADP', 'DET', 'NOUN']",en_ud
988,"['NOUN', 'PUNCT', 'PRON']",zhs_ud
989,"['VERB', 'ADJ', 'ADP']",zhs_ud
990,"['VERB', 'VERB', 'ADP']",zhs_ud
991,"['ADP', 'ADP', 'DET']",en_ud
992,"['ADP', 'DET', 'NOUN']",en_ud
993,"['VERB', 'ADP', 'DET']",zhs_ud
994,"['NOUN', 'ADV', 'ADP']",zhs_ud
995,"['PROPN', 'NOUN', 'VERB']",zhs_ud
996,"['VERB', 'PRON', 'VERB']",zhs_ud
997,"['ADJ', 'NOUN', 'ADP']",zhs_ud
998,"['VERB', 'VERB', 'ADJ']",zhs_ud
999,"['ADV', 'ADV', 'ADJ']",zhs_ud
1000,"['NOUN', 'ADP', 'DET']",zhs_ud
1001,"['DET', 'VERB', 'DET']",en_ud
1002,"['ADP', 'DET', 'ADJ']",en_ud
1003,"['PRON', 'VERB', 'VERB']",zhs_ud
1004,"['DET', 'NOUN', 'PUNCT']",en_ud
1005,"['VERB', 'VERB', 'ADJ']",zhs_ud
1006,"['_', '_', '_']",zhs_ud
1007,"['DET', 'VERB', 'ADV']",en_ud
1008,"['NOUN', 'PUNCT', 'VERB']",zhs_ud
1009,"['VERB', 'DET', 'ADV']",zhs_ud
1010,"['NOUN', 'PUNCT', 'ADP']",zhs_ud
1011,"['VERB', 'PRON', 'VERB']",zhs_ud
1012,"['CCONJ', 'DET', 'NOUN']",en_ud
1013,"['NOUN', 'PUNCT', 'PRON']",zhs_ud
1014,"['ADP', 'DET', 'NOUN']",en_ud
1015,"['VERB', 'DET', 'NOUN']",zhs_ud
1016,"['VERB', 'PUNCT', 'PART']",zhs_ud
1017,"['VERB', 'VERB', 'DET']",zhs_ud
1018,"['ADV', 'PUNCT', 'PRON']",zhs_ud
1019,"['DET', 'NOUN', 'DET']",en_ud
1020,"['ADP', 'DET', 'NOUN']",en_ud
1021,"['VERB', 'ADV', 'VERB']",zhs_ud
1022,"['NOUN', 'VERB', 'ADV']",zhs_ud
1023,"['VERB', 'NOUN', 'ADV']",zhs_ud
1024,"['VERB', 'ADP', 'DET']",zhs_ud
1025,"['VERB', 'ADV', 'ADP']",zhs_ud
1026,"['NOUN', 'PRON', 'VERB']",zhs_ud
1027,"['PRON', 'VERB', 'VERB']",zhs_ud
1028,"['VERB', 'VERB', 'DET']",zhs_ud
1029,"['NOUN', 'NOUN', 'PUNCT']",zhs_ud
1030,"['VERB', 'DET', 'ADJ']",zhs_ud
1031,"['DET', 'NOUN', 'ADP']",en_ud
1032,"['ADJ', 'NOUN', 'ADP']",zhs_ud
1033,"['NOUN', 'CCONJ', 'ADP']",zhs_ud
1034,"['ADP', 'DET', 'NOUN']",en_ud
1035,"['NOUN', 'ADJ', 'NOUN']",zhs_ud
1036,"['DET', 'ADJ', 'NOUN']",en_ud
1037,"['DET', 'VERB', 'VERB']",en_ud
1038,"['NOUN', 'VERB', 'VERB']",zhs_ud
1039,"['NOUN', 'PUNCT', '_']",zhs_ud
1040,"['NOUN', 'PUNCT', 'ADP']",zhs_ud
1041,"['NOUN', 'PUNCT', 'PRON']",zhs_ud
1042,"['VERB', 'ADJ', 'ADP']",zhs_ud
1043,"['ADV', 'PUNCT', 'PRON']",zhs_ud
1044,"['NOUN', 'NOUN', 'PUNCT']",zhs_ud
1045,"['VERB', 'ADV', 'PRON']",zhs_ud
1046,"['ADJ', 'NOUN', 'PUNCT']",zhs_ud
1047,"['VERB', 'ADJ', 'PUNCT']",zhs_ud
1048,"['NOUN', 'VERB', 'NOUN']",zhs_ud
1049,"['VERB', 'ADP', 'PRON']",zhs_ud
1050,"['ADP', 'DET', 'NOUN']",en_ud
1051,"['ADV', 'ADP', 'DET']",zhs_ud
1052,"['PRON', 'VERB', 'ADV']",zhs_ud
1053,"['NOUN', 'ADV', 'VERB']",zhs_ud
1054,"['VERB', 'VERB', 'PART']",zhs_ud
1055,"['NOUN', 'PUNCT', 'PRON']",zhs_ud
1056,"['NOUN', 'ADP', 'NOUN']",zhs_ud
1057,"['VERB', 'DET', 'DET']",zhs_ud
1058,"['NOUN', 'PUNCT', 'DET']",zhs_ud
1059,"['VERB', 'PUNCT', 'ADP']",zhs_ud
1060,"['VERB', 'NOUN', 'ADP']",zhs_ud
1061,"['_', '_', '_']",zhs_ud
1062,"['ADP', 'PROPN', 'PROPN']",en_ud
1063,"['DET', 'NOUN', 'ADP']",en_ud
1064,"['VERB', 'NUM', 'CCONJ']",zhs_ud
1065,"['VERB', 'ADJ', 'ADP']",zhs_ud
1066,"['PART', 'VERB', 'ADP']",zhs_ud
1067,"['ADP', 'DET', 'NOUN']",en_ud
1068,"['VERB', 'VERB', 'ADV']",zhs_ud
1069,"['NOUN', 'PUNCT', 'ADP']",zhs_ud
1070,"['ADV', 'PUNCT', 'ADV']",zhs_ud
1071,"['VERB', 'DET', 'NOUN']",zhs_ud
1072,"['PRON', 'VERB', 'DET']",zhs_ud
1073,"['ADV', 'PUNCT', 'CCONJ']",zhs_ud
1074,"['NOUN', 'PART', 'VERB']",zhs_ud
1075,"['NOUN', 'PUNCT', 'CCONJ']",zhs_ud
1076,"['PROPN', 'PROPN', 'PUNCT']",en_ud
1077,"['NOUN', 'PRON', 'VERB']",zhs_ud
1078,"['PROPN', 'ADP', 'DET']",en_ud
1079,"['VERB', 'DET', 'ADJ']",zhs_ud
1080,"['VERB', 'ADP', 'VERB']",zhs_ud
1081,"['DET', 'NOUN', 'VERB']",en_ud
1082,"['NOUN', 'VERB', 'PART']",zhs_ud
1083,"['VERB', 'ADP', 'DET']",zhs_ud
1084,"['PRON', 'VERB', 'DET']",zhs_ud
1085,"['NOUN', 'ADP', 'PROPN']",zhs_ud
1086,"['VERB', 'ADP', 'DET']",zhs_ud
1087,"['VERB', 'DET', 'NOUN']",zhs_ud
1088,"['ADP', 'DET', 'NOUN']",en_ud
1089,"['ADV', 'NOUN', 'VERB']",zhs_ud
1090,"['VERB', 'DET', 'NOUN']",zhs_ud
1091,"['NOUN', 'VERB', 'PRON']",zhs_ud
1092,"['VERB', 'ADJ', 'NOUN']",zhs_ud
1093,"['ADP', 'DET', 'NOUN']",en_ud
1094,"['VERB', 'VERB', 'PART']",zhs_ud
1095,"['VERB', 'DET', 'NOUN']",zhs_ud
1096,"['NOUN', 'PART', 'NOUN']",zhs_ud
1097,"['ADJ', 'NOUN', 'ADP']",zhs_ud
1098,"['NOUN', 'PUNCT', 'PRON']",zhs_ud
1099,"['DET', 'NOUN', 'VERB']",en_ud
1100,"['ADP', 'PROPN', 'PROPN']",en_ud
1101,"['VERB', 'NOUN', 'VERB']",zhs_ud
1102,"['VERB', 'ADP', 'DET']",zhs_ud
1103,"['DET', 'VERB', 'ADV']",en_ud
1104,"['PROPN', 'VERB', 'VERB']",zhs_ud
1105,"['VERB', 'NOUN', 'VERB']",zhs_ud
1106,"['NOUN', 'ADP', 'PRON']",zhs_ud
1107,"['NOUN', 'NOUN', 'PUNCT']",zhs_ud
1108,"['ADJ', 'NOUN', 'VERB']",zhs_ud
1109,"['INTJ', 'ADV', 'PRON']",en_ud
1110,"['ADV', 'ADV', 'PRON']",zhs_ud
1111,"['VERB', 'ADV', 'ADJ']",zhs_ud
1112,"['VERB', 'PART', 'CCONJ']",zhs_ud
1113,"['VERB', 'NOUN', 'PUNCT']",zhs_ud
1114,"['VERB', 'PUNCT', 'ADP']",zhs_ud
1115,"['ADV', 'PUNCT', 'CCONJ']",zhs_ud
1116,"['ADJ', 'NUM', 'NOUN']",en_ud
1117,"['ADJ', 'NOUN', 'PUNCT']",zhs_ud
1118,"['ADP', 'DET', 'ADJ']",en_ud
1119,"['NOUN', 'PART', 'ADJ']",zhs_ud
1120,"['NOUN', 'PUNCT', 'PRON']",zhs_ud
1121,"['NOUN', 'PUNCT', 'ADP']",zhs_ud
1122,"['NOUN', 'PUNCT', 'PRON']",zhs_ud
1123,"['ADP', 'PRON', 'VERB']",en_ud
1124,"['VERB', 'NOUN', 'CCONJ']",zhs_ud
1125,"['NOUN', 'PUNCT', 'PUNCT']",zhs_ud
1126,"['VERB', 'VERB', 'PUNCT']",zhs_ud
1127,"['DET', 'NOUN', 'ADP']",en_ud
1128,"['PROPN', 'PROPN', 'VERB']",en_ud
1129,"['VERB', 'PART', 'PUNCT']",zhs_ud
1130,"['NOUN', 'ADP', 'PRON']",zhs_ud
1131,"['ADJ', 'PUNCT', 'ADP']",en_ud
1132,"['ADV', 'NUM', 'NOUN']",zhs_ud
1133,"['NOUN', 'PUNCT', 'PRON']",zhs_ud
1134,"['VERB', 'ADP', 'DET']",zhs_ud
1135,"['NOUN', 'PUNCT', 'PUNCT']",zhs_ud
1136,"['NOUN', 'PRON', 'VERB']",zhs_ud
1137,"['PROPN', 'VERB', 'PRON']",zhs_ud
1138,"['DET', 'NOUN', 'PUNCT']",en_ud
1139,"['ADV', 'VERB', 'ADV']",zhs_ud
1140,"['PRON', 'VERB', 'VERB']",zhs_ud
1141,"['ADP', 'PROPN', 'NOUN']",en_ud
1142,"['NOUN', 'ADP', 'VERB']",zhs_ud
1143,"['NOUN', 'ADP', 'NUM']",zhs_ud
1144,"['NOUN', 'PUNCT', 'PRON']",zhs_ud
1145,"['VERB', 'PUNCT', '_']",zhs_ud
1146,"['ADP', 'ADJ', 'NOUN']",en_ud
1147,"['ADP', 'ADJ', 'NOUN']",en_ud
1148,"['ADJ', 'PART', 'VERB']",zhs_ud
1149,"['ADV', 'VERB', 'ADP']",zhs_ud
1150,"['ADP', 'PRON', 'VERB']",en_ud
1151,"['ADV', 'PROPN', '_']",zhs_ud
1152,"['PROPN', 'ADP', 'CCONJ']",en_ud
1153,"['NOUN', 'NOUN', 'CCONJ']",zhs_ud
1154,"['NOUN', 'VERB', 'ADV']",zhs_ud
1155,"['VERB', 'DET', 'ADJ']",zhs_ud
1156,"['NOUN', 'NOUN', 'PUNCT']",zhs_ud
1157,"['VERB', 'VERB', 'ADV']",zhs_ud
1158,"['ADJ', 'NOUN', 'PUNCT']",zhs_ud
1159,"['VERB', 'NOUN', 'PART']",zhs_ud
1160,"['DET', 'VERB', 'ADP']",en_ud
1161,"['DET', 'NOUN', 'PUNCT']",en_ud
1162,"['NOUN', 'NOUN', 'PUNCT']",zhs_ud
1163,"['VERB', 'ADP', 'NOUN']",zhs_ud
1164,"['DET', 'NOUN', 'ADP']",en_ud
1165,"['NOUN', 'PUNCT', 'PROPN']",zhs_ud
1166,"['ADP', 'ADJ', 'NOUN']",en_ud
1167,"['VERB', 'VERB', 'ADV']",zhs_ud
1168,"['ADV', 'VERB', 'DET']",zhs_ud
1169,"['NOUN', 'PUNCT', 'NOUN']",zhs_ud
1170,"['ADP', 'DET', 'ADJ']",en_ud
1171,"['PART', 'VERB', 'ADV']",zhs_ud
1172,"['NOUN', 'PUNCT', 'NOUN']",zhs_ud
1173,"['ADP', 'ADJ', 'PUNCT']",en_ud
1174,"['VERB', 'PRON', 'ADV']",zhs_ud
1175,"['VERB', 'ADP', 'DET']",zhs_ud
1176,"['ADV', 'NOUN', 'VERB']",zhs_ud
1177,"['PRON', 'VERB', 'VERB']",zhs_ud
1178,"['ADP', 'ADP', 'NOUN']",en_ud
1179,"['VERB', 'PRON', 'VERB']",zhs_ud
1180,"['ADP', 'DET', 'NOUN']",en_ud
1181,"['NOUN', 'CCONJ', 'NOUN']",zhs_ud
1182,"['ADV', 'ADP', 'NOUN']",zhs_ud
1183,"['ADV', 'ADV', 'CCONJ']",zhs_ud
1184,"['NOUN', 'NOUN', 'ADP']",zhs_ud
1185,"['NUM', 'NOUN', 'PUNCT']",zhs_ud
1186,"['ADP', 'PRON', 'VERB']",en_ud
1187,"['VERB', 'DET', 'NOUN']",zhs_ud
1188,"['NOUN', 'PUNCT', 'ADV']",zhs_ud
1189,"['NOUN', 'ADP', 'NOUN']",zhs_ud
1190,"['PROPN', 'PROPN', 'PUNCT']",en_ud
1191,"['ADP', 'ADJ', 'ADV']",en_ud
1192,"['ADJ', 'PUNCT', 'PRON']",en_ud
1193,"['ADP', 'DET', 'NOUN']",en_ud
1194,"['VERB', 'PRON', 'VERB']",zhs_ud
1195,"['NOUN', 'PART', 'VERB']",zhs_ud
1196,"['PUNCT', '_', '_']",en_ud
1197,"['ADP', 'DET', 'ADJ']",en_ud
1198,"['ADP', 'PRON', 'VERB']",en_ud
1199,"['ADP', 'DET', 'NOUN']",en_ud
1200,"['NOUN', 'PUNCT', 'ADP']",zhs_ud
1201,"['VERB', 'ADP', 'PRON']",zhs_ud
1202,"['VERB', 'VERB', 'DET']",zhs_ud
1203,"['NOUN', 'ADP', 'NOUN']",zhs_ud
1204,"['VERB', 'ADP', 'NOUN']",zhs_ud
1205,"['VERB', 'NOUN', 'PUNCT']",zhs_ud
1206,"['VERB', 'DET', 'NOUN']",zhs_ud
1207,"['NOUN', 'VERB', 'ADP']",zhs_ud
1208,"['ADP', 'PRON', 'PUNCT']",en_ud
1209,"['NOUN', 'PART', 'ADJ']",zhs_ud
1210,"['VERB', 'PRON', 'ADV']",zhs_ud
1211,"['NOUN', 'CCONJ', 'ADP']",zhs_ud
1212,"['ADJ', 'PUNCT', 'DET']",en_ud
1213,"['NOUN', 'PUNCT', 'PUNCT']",zhs_ud
1214,"['VERB', 'DET', 'ADJ']",zhs_ud
1215,"['VERB', 'VERB', 'ADJ']",zhs_ud
1216,"['NOUN', 'PUNCT', 'PROPN']",zhs_ud
1217,"['NOUN', 'ADP', 'NOUN']",zhs_ud
1218,"['DET', 'NOUN', 'PUNCT']",en_ud
1219,"['INTJ', 'VERB', 'PRON']",zhs_ud
1220,"['ADV', 'ADV', 'PUNCT']",zhs_ud
1221,"['ADV', 'NOUN', 'VERB']",zhs_ud
1222,"['VERB', 'PUNCT', 'PROPN']",zhs_ud
1223,"['VERB', 'ADV', 'ADJ']",zhs_ud
1224,"['PUNCT', 'CCONJ', 'ADV']",en_ud
1225,"['PRON', 'VERB', 'ADV']",zhs_ud
1226,"['NOUN', 'ADP', 'DET']",zhs_ud
1227,"['ADV', 'PART', 'VERB']",zhs_ud
1228,"['NOUN', 'NOUN', 'PART']",zhs_ud
1229,"['VERB', 'CCONJ', 'DET']",zhs_ud
1230,"['PRON', 'AUX', 'VERB']",en_ud
1231,"['DET', 'DET', 'NOUN']",en_ud
1232,"['CCONJ', 'VERB', 'ADP']",zhs_ud
1233,"['ADV', 'VERB', 'VERB']",zhs_ud
1234,"['VERB', 'DET', 'VERB']",zhs_ud
1235,"['ADJ', 'NOUN', 'ADP']",zhs_ud
1236,"['VERB', 'VERB', 'ADV']",zhs_ud
1237,"['ADJ', 'NOUN', 'VERB']",zhs_ud
1238,"['DET', 'VERB', 'ADV']",en_ud
1239,"['VERB', 'ADP', 'PRON']",zhs_ud
1240,"['VERB', 'PRON', 'VERB']",zhs_ud
1241,"['DET', 'NOUN', 'ADP']",en_ud
1242,"['NOUN', 'CCONJ', 'ADV']",zhs_ud
1243,"['NOUN', 'CCONJ', 'DET']",zhs_ud
1244,"['VERB', 'VERB', 'DET']",zhs_ud
1245,"['VERB', 'DET', 'ADJ']",zhs_ud
1246,"['NOUN', 'ADV', 'VERB']",zhs_ud
1247,"['NOUN', 'ADP', 'PROPN']",zhs_ud
1248,"['VERB', 'ADP', 'ADJ']",zhs_ud
1249,"['NOUN', 'PUNCT', 'ADP']",zhs_ud
1250,"['ADP', 'ADP', 'PRON']",en_ud
1251,"['VERB', 'PRON', 'VERB']",zhs_ud
1252,"['VERB', 'PART', 'PUNCT']",zhs_ud
1253,"['PUNCT', 'PRON', 'VERB']",en_ud
1254,"['VERB', 'VERB', 'VERB']",zhs_ud
1255,"['ADV', 'VERB', 'PART']",zhs_ud
1256,"['PROPN', 'PROPN', 'PROPN']",en_ud
1257,"['PART', 'PART', 'VERB']",zhs_ud
1258,"['PROPN', 'PROPN', 'PUNCT']",en_ud
1259,"['ADP', 'DET', 'ADJ']",en_ud
1260,"['VERB', 'PART', 'VERB']",zhs_ud
1261,"['ADV', 'VERB', 'DET']",zhs_ud
1262,"['ADJ', 'NOUN', 'PART']",zhs_ud
1263,"['ADV', 'ADV', 'PUNCT']",zhs_ud
1264,"['PUNCT', 'ADV', 'VERB']",zhs_ud
1265,"['VERB', 'VERB', 'DET']",zhs_ud
1266,"['VERB', 'PART', 'CCONJ']",zhs_ud
1267,"['PROPN', 'ADJ', 'NOUN']",en_ud
1268,"['VERB', 'ADP', 'NOUN']",zhs_ud
1269,"['PUNCT', '_', '_']",en_ud
1270,"['ADJ', 'NOUN', 'PUNCT']",zhs_ud
1271,"['NOUN', 'PRON', 'VERB']",zhs_ud
1272,"['DET', 'NOUN', 'ADV']",en_ud
1273,"['VERB', 'ADP', 'PRON']",zhs_ud
1274,"['NOUN', 'NOUN', 'PUNCT']",zhs_ud
1275,"['VERB', 'ADV', 'VERB']",zhs_ud
1276,"['ADV', 'ADJ', 'NOUN']",zhs_ud
1277,"['VERB', 'ADP', 'NOUN']",zhs_ud
1278,"['NOUN', 'PUNCT', 'PRON']",zhs_ud
1279,"['VERB', 'VERB', 'VERB']",zhs_ud
1280,"['VERB', 'ADJ', 'NOUN']",zhs_ud
1281,"['ADJ', 'NOUN', 'VERB']",zhs_ud
1282,"['ADP', 'ADJ', 'NOUN']",en_ud
1283,"['VERB', 'DET', 'NOUN']",zhs_ud
1284,"['ADJ', 'NOUN', 'PART']",zhs_ud
1285,"['VERB', 'PUNCT', 'PRON']",zhs_ud
1286,"['VERB', 'PART', 'VERB']",zhs_ud
1287,"['VERB', 'ADV', 'PUNCT']",zhs_ud
1288,"['ADV', 'VERB', 'DET']",zhs_ud
1289,"['VERB', 'DET', 'NOUN']",zhs_ud
1290,"['VERB', 'VERB', 'PRON']",zhs_ud
1291,"['DET', 'ADJ', 'NOUN']",en_ud
1292,"['ADJ', 'NOUN', 'ADP']",zhs_ud
1293,"['VERB', 'DET', 'NOUN']",zhs_ud
1294,"['DET', 'PRON', 'VERB']",en_ud
1295,"['ADJ', 'NOUN', 'PUNCT']",zhs_ud
1296,"['NOUN', 'PUNCT', 'PRON']",zhs_ud
1297,"['PUNCT', 'NOUN', 'NOUN']",zhs_ud
1298,"['ADP', 'NOUN', 'PUNCT']",zhs_ud
1299,"['VERB', 'VERB', 'DET']",zhs_ud
1300,"['VERB', 'DET', 'ADJ']",zhs_ud
1301,"['ADV', 'ADJ', 'PUNCT']",zhs_ud
1302,"['ADJ', 'ADP', 'DET']",en_ud
1303,"['ADP', 'NUM', 'PUNCT']",en_ud
1304,"['VERB', 'PART', 'VERB']",zhs_ud
1305,"['NOUN', 'PUNCT', 'ADV']",zhs_ud
1306,"['VERB', 'VERB', 'PUNCT']",zhs_ud
1307,"['ADP', 'DET', 'NOUN']",en_ud
1308,"['NOUN', 'PUNCT', 'DET']",zhs_ud
1309,"['VERB', 'PUNCT', 'DET']",zhs_ud
1310,"['VERB', 'PRON', 'PUNCT']",zhs_ud
1311,"['AUX', 'ADV', 'VERB']",en_ud
1312,"['NOUN', 'PUNCT', 'CCONJ']",zhs_ud
1313,"['NOUN', 'ADV', 'ADP']",zhs_ud
1314,"['VERB', 'DET', 'ADJ']",zhs_ud
1315,"['VERB', 'NOUN', 'CCONJ']",zhs_ud
1316,"['ADJ', 'NOUN', 'PUNCT']",zhs_ud
1317,"['VERB', 'PRON', 'DET']",zhs_ud
1318,"['ADP', 'DET', 'ADJ']",en_ud
1319,"['VERB', 'ADP', 'PRON']",zhs_ud
1320,"['ADV', 'VERB', 'DET']",zhs_ud
1321,"['VERB', 'VERB', 'NOUN']",zhs_ud
1322,"['NOUN', 'NOUN', 'NOUN']",zhs_ud
1323,"['DET', 'ADJ', 'NOUN']",en_ud
1324,"['ADV', 'ADP', 'PRON']",zhs_ud
1325,"['ADP', 'PROPN', 'PROPN']",en_ud
1326,"['NOUN', 'DET', 'VERB']",zhs_ud
1327,"['VERB', 'PART', 'CCONJ']",zhs_ud
1328,"['NOUN', 'PART', 'NOUN']",zhs_ud
1329,"['INTJ', 'ADP', 'NOUN']",en_ud
1330,"['ADP', 'PRON', 'CCONJ']",en_ud
1331,"['NOUN', 'PART', 'PUNCT']",zhs_ud
1332,"['ADP', 'DET', 'NOUN']",en_ud
1333,"['NOUN', 'ADP', 'PROPN']",zhs_ud
1334,"['PUNCT', 'ADP', 'NUM']",en_ud
1335,"['PART', 'VERB', 'DET']",zhs_ud
1336,"['ADP', 'DET', 'ADJ']",en_ud
1337,"['PROPN', 'VERB', 'NOUN']",zhs_ud
1338,"['PROPN', 'PROPN', 'CCONJ']",en_ud
1339,"['VERB', 'DET', 'NOUN']",zhs_ud
1340,"['VERB', 'CCONJ', 'DET']",zhs_ud
1341,"['ADJ', 'NOUN', 'VERB']",zhs_ud
1342,"['ADJ', 'PUNCT', 'PUNCT']",en_ud
1343,"['VERB', 'NOUN', 'PUNCT']",zhs_ud
1344,"['VERB', 'PART', 'ADV']",zhs_ud
1345,"['VERB', 'ADP', 'NOUN']",zhs_ud
1346,"['NOUN', 'VERB', 'ADV']",zhs_ud
1347,"['VERB', 'ADP', 'NOUN']",zhs_ud
1348,"['ADP', 'NOUN', 'PUNCT']",zhs_ud
1349,"['ADP', 'NOUN', 'PUNCT']",zhs_ud
1350,"['ADP', 'DET', 'NOUN']",en_ud
1351,"['ADP', 'DET', 'NOUN']",en_ud
1352,"['PRON', 'VERB', 'PART']",zhs_ud
1353,"['NOUN', 'PART', 'VERB']",zhs_ud
1354,"['PROPN', 'PROPN', 'PUNCT']",en_ud
1355,"['VERB', 'VERB', 'CCONJ']",zhs_ud
1356,"['PRON', 'VERB', 'VERB']",zhs_ud
1357,"['VERB', 'PRON', 'DET']",zhs_ud
1358,"['VERB', 'ADV', 'VERB']",zhs_ud
1359,"['NOUN', 'PUNCT', 'ADV']",zhs_ud
1360,"['VERB', 'DET', 'ADJ']",zhs_ud
1361,"['NOUN', 'PART', 'NOUN']",zhs_ud
1362,"['NOUN', 'PUNCT', 'ADV']",zhs_ud
1363,"['DET', 'NOUN', 'DET']",en_ud
1364,"['NOUN', 'ADP', 'DET']",zhs_ud
1365,"['VERB', 'ADP', 'DET']",zhs_ud
1366,"['ADJ', 'NOUN', '_']",zhs_ud
1367,"['VERB', 'ADP', 'ADV']",zhs_ud
1368,"['ADP', 'DET', 'NOUN']",en_ud
1369,"['VERB', 'ADV', 'CCONJ']",zhs_ud
1370,"['DET', 'ADJ', 'NOUN']",en_ud
1371,"['ADJ', 'PUNCT', 'ADV']",en_ud
1372,"['VERB', 'PART', 'VERB']",zhs_ud
1373,"['DET', 'NOUN', 'PUNCT']",en_ud
1374,"['VERB', 'PROPN', 'VERB']",zhs_ud
1375,"['VERB', 'ADV', 'VERB']",zhs_ud
1376,"['NOUN', 'VERB', 'ADV']",zhs_ud
1377,"['NOUN', 'NOUN', 'VERB']",zhs_ud
1378,"['ADP', 'PRON', 'PUNCT']",en_ud
1379,"['NOUN', 'VERB', 'ADJ']",zhs_ud
1380,"['ADP', 'DET', 'NOUN']",en_ud
1381,"['ADJ', 'NOUN', 'ADP']",zhs_ud
1382,"['NOUN', 'NOUN', 'ADP']",zhs_ud
1383,"['VERB', 'DET', 'NOUN']",zhs_ud
1384,"['NOUN', 'VERB', 'ADV']",zhs_ud
1385,"['VERB', 'ADP', 'DET']",zhs_ud
1386,"['ADP', 'PUNCT', 'NOUN']",en_ud
1387,"['ADP', 'PROPN', 'NOUN']",en_ud
1388,"['PROPN', 'PROPN', 'PUNCT']",en_ud
1389,"['VERB', 'ADV', 'VERB']",zhs_ud
1390,"['VERB', 'DET', 'NOUN']",zhs_ud
1391,"['ADP', 'VERB', 'DET']",en_ud
1392,"['DET', 'ADJ', 'NOUN']",en_ud
1393,"['NOUN', 'PUNCT', 'PRON']",zhs_ud
1394,"['NOUN', 'ADP', 'DET']",zhs_ud
1395,"['ADJ', 'PUNCT', 'PRON']",en_ud
1396,"['NOUN', 'PRON', 'VERB']",zhs_ud
1397,"['VERB', 'ADP', 'ADV']",zhs_ud
1398,"['VERB', 'VERB', 'ADP']",zhs_ud
1399,"['ADJ', 'PUNCT', 'PRON']",en_ud
1400,"['PROPN', 'PROPN', 'PUNCT']",en_ud
1401,"['DET', 'NOUN', 'PUNCT']",en_ud
1402,"['NOUN', 'PART', 'VERB']",zhs_ud
1403,"['VERB', 'DET', 'NOUN']",zhs_ud
1404,"['ADP', 'NOUN', 'PUNCT']",zhs_ud
1405,"['NOUN', 'ADP', 'PRON']",zhs_ud
1406,"['VERB', 'DET', 'NOUN']",zhs_ud
1407,"['VERB', 'ADP', 'DET']",zhs_ud
1408,"['VERB', 'ADV', 'VERB']",zhs_ud
1409,"['DET', 'NOUN', 'ADP']",en_ud
1410,"['VERB', 'PUNCT', '_']",zhs_ud
1411,"['ADV', 'PUNCT', 'NOUN']",zhs_ud
1412,"['NOUN', 'ADP', 'DET']",zhs_ud
1413,"['NOUN', 'PUNCT', 'DET']",zhs_ud
1414,"['ADJ', 'NOUN', 'PUNCT']",zhs_ud
1415,"['ADP', 'PROPN', 'PUNCT']",en_ud
1416,"['VERB', 'PRON', 'PART']",zhs_ud
1417,"['ADV', 'VERB', 'DET']",zhs_ud
1418,"['NOUN', 'VERB', 'ADV']",zhs_ud
1419,"['NOUN', 'CCONJ', 'DET']",zhs_ud
1420,"['ADP', 'DET', 'PUNCT']",en_ud
1421,"['VERB', 'VERB', 'ADP']",zhs_ud
1422,"['VERB', 'VERB', 'DET']",zhs_ud
1423,"['ADJ', 'NOUN', 'ADP']",zhs_ud
1424,"['DET', 'VERB', 'DET']",en_ud
1425,"['PUNCT', 'PROPN', 'PROPN']",en_ud
1426,"['VERB', 'ADP', 'PRON']",zhs_ud
1427,"['VERB', 'NOUN', 'PUNCT']",zhs_ud
1428,"['NOUN', 'PRON', 'DET']",zhs_ud
1429,"['VERB', 'NOUN', 'ADP']",zhs_ud
1430,"['VERB', 'ADJ', 'ADJ']",zhs_ud
1431,"['ADP', 'DET', 'NOUN']",en_ud
1432,"['PRON', 'VERB', 'ADV']",zhs_ud
1433,"['NOUN', 'VERB', 'VERB']",zhs_ud
1434,"['VERB', 'ADV', 'ADJ']",zhs_ud
1435,"['VERB', 'ADP', 'DET']",zhs_ud
1436,"['VERB', 'VERB', 'PROPN']",zhs_ud
1437,"['DET', 'NOUN', 'ADP']",en_ud
1438,"['ADP', 'DET', 'NOUN']",en_ud
1439,"['DET', 'NOUN', 'ADP']",en_ud
1440,"['VERB', 'PUNCT', 'PROPN']",zhs_ud
1441,"['ADP', 'NOUN', 'PUNCT']",zhs_ud
1442,"['ADV', 'VERB', 'ADP']",zhs_ud
1443,"['PROPN', 'PROPN', 'PUNCT']",en_ud
1444,"['NOUN', 'PUNCT', '_']",zhs_ud
1445,"['NOUN', 'NOUN', 'CCONJ']",zhs_ud
1446,"['ADV', 'VERB', 'ADP']",zhs_ud
1447,"['ADJ', 'ADV', 'PUNCT']",en_ud
1448,"['VERB', 'ADP', 'NOUN']",zhs_ud
1449,"['DET', 'NOUN', 'ADP']",en_ud
1450,"['NOUN', 'ADP', 'DET']",zhs_ud
1451,"['ADP', 'DET', 'ADJ']",en_ud
