,incorrect_trigram_tags,correct_trigram_tags,count
625,"NN , VBD","TO VB ,",1
624,"NN , RB","VBN , RB",1
623,"NN , RB","VB , RB",1
622,"NN , RB","RB , RB",1
620,"NN , RB","NNP , RB",1
107,DT JJ NNS,JJ NNS VBZ,1
618,"NN , RB","NN , CC",1
617,"NN , PRP$",DT NN IN,1
616,"NN , MD","NN , MD",1
615,"NN , IN","TO VB ,",1
613,"NN , IN","NN NN ,",1
108,DT JJ NNS,VBG JJ NNS,1
611,"NN , IN","IN NN ,",1
109,DT MD VB,", WDT MD",1
609,"NN , IN","DT , IN",1
608,"NN , IN",", IN PRP",1
607,"NN , IN",", IN DT",1
635,NN . _,IN VBG .,1
642,NN . _,TO VB .,1
604,"NN , DT","NN NN ,",1
643,NN . _,VB . _,1
670,NN IN DT,NN NN .,1
98,DT JJ .,CC JJ .,1
668,NN IN DT,JJS IN DT,1
666,NN IN DT,IN IN DT,1
665,NN IN DT,IN DT NNS,1
664,NN IN DT,IN DT NNP,1
663,NN IN DT,IN DT NN,1
99,DT JJ .,IN DT JJ,1
661,NN IN DT,CC IN DT,1
660,NN IN .,JJ IN .,1
659,NN FW .,NN FW .,1
658,NN DT HYPH,NN DT HYPH,1
657,NN DT .,NN DT .,1
656,NN DT .,DT . DT,1
654,NN CC PRP$,NN CC PRP$,1
100,DT JJ CD,JJ CD CC,1
101,DT JJ IN,CC JJ IN,1
650,NN CC DT,DT NN CC,1
649,"NN CC ,",DT NN CC,1
648,NN : _,NN : _,1
647,NN : DT,NN : DT,1
646,NN : .,NN : .,1
645,NN : .,HYPH . IN,1
606,"NN , DT","NNS , RB",1
110,DT MD VB,EX MD VB,1
545,JJ VBN .,RB VBN .,1
574,MD VB IN,PRP MD VB,1
572,MD VB DT,WDT MD VB,1
571,MD VB DT,VBP DT NNS,1
570,MD VB DT,VBD DT NNP,1
569,MD VB DT,VBD DT JJ,1
568,MD VB DT,TO VB DT,1
567,MD VB DT,RB DT NN,1
564,MD VB DT,EX MD VB,1
563,MD VB .,MD VB .,1
562,"MD VB ,","VB , .",1
561,JJS VBG IN,VBG IN NNP,1
560,JJS TO VB,RB TO VB,1
559,JJS PRP VBD,JJ PRP VBD,1
558,"JJS , NNS","JJR , NNS",1
557,JJR PRP$ NN,PRP$ NN RBR,1
556,JJR PRP$ NN,PRP$ NN JJR,1
555,JJR NN .,NN RBR .,1
553,JJR IN PRP,JJS IN PRP,1
552,JJR IN DT,JJ IN DT,1
551,JJR CC RB,RBR JJ CC,1
550,JJR CC DT,JJ CC DT,1
549,JJR . PRP,RB . PRP,1
548,JJR . JJ,JJR . JJ,1
546,JJ WDT PRP,NN IN PRP,1
115,DT NN CC,DT NN TO,1
575,MD VB IN,VBD IN NN,1
601,"NN , :","VBG NNS ,",1
576,MD VB IN,VBD VBN IN,1
600,NN '' IN,`` IN NNP,1
111,DT MD VB,MD DT VB,1
598,NN '' IN,VBN `` IN,1
597,NN '' IN,TO VB '',1
596,MD VB VBD,DT NNS MD,1
595,MD VB VB,RB VB IN,1
594,MD VB VB,RB VB DT,1
593,MD VB VB,MD VB IN,1
592,MD VB TO,VBP TO VB,1
112,DT NN '',NNP '' VBZ,1
590,MD VB RBR,PRP MD VB,1
113,DT NN :,"NN : ,",1
587,MD VB RB,DT NN IN,1
586,MD VB PRP$,MD VB PRP$,1
585,MD VB NNS,MD VB NNS,1
584,MD VB NNS,EX MD VB,1
583,MD VB NNP,VBD NNP NNP,1
582,MD VB NNP,PRP MD VB,1
581,MD VB NN,VBP NN WDT,1
580,MD VB JJS,MD VB JJS,1
579,MD VB JJR,RB JJR IN,1
578,MD VB JJR,MD VB JJR,1
577,MD VB IN,WDT MD VB,1
411,IN TO VB,TO VB PDT,1
129,DT NN NNP,NNP NNP DT,1
408,IN TO VB,TO VB DT,1
249,IN DT NN,VBP DT NN,1
247,IN DT NN,VBG PRP VBP,1
246,IN DT NN,VBG IN DT,1
244,IN DT NN,VB IN DT,1
142,"DT NNP ,","NNP , DT",1
242,IN DT NN,TO VB DT,1
241,IN DT NN,"TO VB ,",1
240,IN DT NN,RP IN DT,1
239,IN DT NN,RP DT NN,1
238,IN DT NN,RB PRP VBD,1
237,IN DT NN,RB IN PRP,1
236,IN DT NN,RB IN NN,1
234,IN DT NN,RB CC IN,1
232,IN DT NN,"RB , NN",1
231,IN DT NN,PRP VBP RB,1
143,"DT NNP ,","NNP , RB",1
229,IN DT NN,NN . _,1
228,IN DT NN,IN VBG PDT,1
227,IN DT NN,IN PRP VBP,1
226,IN DT NN,IN JJ NNP,1
144,DT NNP .,IN DT NNP,1
223,IN DT NN,IN DT JJ,1
222,IN DT NN,DT NN WRB,1
221,IN DT NN,DT NN WDT,1
248,IN DT NN,VBN IN DT,1
250,IN DT NN,VBZ IN NN,1
145,DT NNP .,NNP . _,1
251,IN DT NNS,", IN DT",1
277,IN DT RBS,IN DT RBS,1
276,IN DT PRP$,IN PRP$ NNS,1
275,IN DT PRP,PRP VBP RB,1
274,IN DT PRP,IN DT PRP,1
272,IN DT NNS,VBG DT NNS,1
271,IN DT NNS,VB RP DT,1
270,IN DT NNS,VB DT NNS,1
269,IN DT NNS,NNS VBP VBN,1
268,IN DT NNS,NNS VBP VBG,1
267,IN DT NNS,NNS VBP .,1
266,IN DT NNS,"NNS , CC",1
265,IN DT NNS,IN PRP$ NN,1
264,IN DT NNS,IN IN DT,1
140,DT NN WP,NN WP VBD,1
262,IN DT NNS,EX VBD DT,1
261,IN DT NNS,DT NNS WP,1
260,IN DT NNS,DT NNS VBZ,1
259,IN DT NNS,DT NNS PRP,1
258,IN DT NNS,DT NNS NNS,1
257,IN DT NNS,DT NNS NN,1
255,IN DT NNS,DT NNS DT,1
254,IN DT NNS,DT NNS CC,1
252,IN DT NNS,DT JJ NNS,1
219,IN DT NN,DT NN NN,1
216,IN DT NN,DT NN :,1
280,IN DT VBZ,DT VBZ DT,1
178,DT WRB .,RB . PRP,1
176,DT VBZ VBN,NN VBZ VBN,1
175,DT VBZ VBG,WDT VBZ VBG,1
174,DT VBZ IN,NN VBZ IN,1
173,DT VBZ IN,. DT VBZ,1
172,DT VBZ DT,WDT VBZ DT,1
170,DT VBZ DT,", DT VBZ",1
169,DT VBP VBN,VBP DT VBN,1
168,DT VBP PDT,DT VBP PDT,1
167,DT VBP NN,PRP VBP NN,1
166,DT VBP CC,MD CC VB,1
165,DT VBG NNP,JJ NNP IN,1
164,DT VBD PRP$,PRP VBD PRP$,1
163,DT VBD NN,NN VBD NN,1
162,DT VBD IN,WDT VBD IN,1
161,DT VBD IN,VBD IN CD,1
160,"DT RBR ,","RB , PRP",1
159,DT RB PRP,CC RB PRP,1
158,DT RB NN,CC RB NN,1
157,DT PRP$ NN,PRP$ NN VBD,1
156,DT PRP$ NN,PRP$ NN .,1
155,DT PRP VBD,PRP VBD DT,1
152,DT NNS RB,NNS RB PDT,1
151,DT NNS RB,"NNS RB ,",1
177,DT VBZ VBN,PRP VBZ VBN,1
179,EX VBD NN,. EX VBD,1
146,DT NNP CD,"NN CD ,",1
180,EX VBZ PRP,VBZ PRP JJ,1
213,IN DT NN,DT JJ NN,1
212,IN DT NN,CC IN DT,1
209,IN DT NN,", RB DT",1
147,DT NNP IN,IN DT NNP,1
207,IN DT NN,", CC DT",1
206,IN DT IN,PRP VBP RB,1
204,IN DT IN,DT IN PRP$,1
203,IN DT CD,VBG DT CD,1
202,IN DT CD,RB IN DT,1
201,IN DT CD,PRP MD VB,1
200,IN DT CD,IN RB PRP,1
196,IN CD PRP,IN CD PRP,1
195,IN CD NNS,VBP CD NNS,1
148,DT NNP PRP,IN NNP PRP,1
193,IN CD NNS,CD NNS POS,1
190,IN CC PRP,CC PRP VBD,1
189,IN . VBP,. VBP PRP,1
188,IN . RB,RB . RB,1
187,IN . RB,IN . RB,1
185,IN . IN,. IN DT,1
183,"IN , RB",", RB VBD",1
182,"IN , IN",", IN ,",1
181,HYPH RB VBZ,NN : RB,1
278,IN DT RBS,TO VB DT,1
281,IN DT WP,DT WP VBD,1
407,IN TO VB,TO VB CD,1
376,IN PRP$ NN,IN PRP IN,1
374,IN PRP$ NN,EX VBP DT,1
371,IN PRP VBZ,WDT PRP VBZ,1
133,DT NN RB,NN RB JJ,1
367,IN PRP PRP$,PRP$ NN NN,1
366,IN PRP DT,VB IN PRP,1
365,IN PRP DT,DT NNS IN,1
364,IN PRP DT,"DT NN ,",1
363,IN PRP CC,VBD PRP CC,1
362,IN PRP CC,RP IN PRP,1
361,IN PRP CC,PRP CC PRP,1
134,DT NN RB,NN RB RB,1
359,IN PRP .,PRP IN PRP,1
358,IN PRP .,PRP . DT,1
135,DT NN RB,PRP DT NN,1
356,IN PRP .,. _ _,1
355,IN PRP .,. PRP VBP,1
354,"IN PRP ,","VBN , CC",1
353,"IN PRP ,","PRP PRP ,",1
352,"IN PRP ,","PRP , .",1
351,"IN PRP ,",NN IN PRP,1
350,"IN PRP ,","NN , CC",1
136,DT NN RB,PRP PRP$ NN,1
348,"IN PRP ,",", IN PRP",1
375,IN PRP$ NN,IN IN PRP$,1
131,DT NN RB,IN DT NN,1
346,IN NNS DT,NNS DT NN,1
378,IN PRP$ NN,NN NNS .,1
406,IN TO VB,TO VB CC,1
404,IN TO VB,"TO VB ,",1
403,IN RB PRP,RB PRP VBP,1
402,IN RB PRP,PRP VBP RB,1
401,IN RB PRP,PRP VBD RB,1
400,IN RB MD,WDT RB MD,1
399,IN RB IN,RB IN NN,1
398,IN RB IN,RB IN DT,1
397,IN RB IN,CC RB IN,1
396,IN PRP$ NNS,VBG PRP$ NNS,1
395,IN PRP$ NNS,"RB , NN",1
394,IN PRP$ NNS,PRP$ NNS WP,1
393,IN PRP$ NNS,PRP$ NNS .,1
391,IN PRP$ NNS,IN PRP$ NN,1
390,IN PRP$ NNS,IN NN .,1
389,IN PRP$ NNP,IN PRP$ NNP,1
387,IN PRP$ NN,TO VB IN,1
386,IN PRP$ NN,RB PRP VBP,1
385,IN PRP$ NN,PRP$ NN TO,1
383,IN PRP$ NN,PRP$ NN JJ,1
382,IN PRP$ NN,PRP$ NN .,1
381,IN PRP$ NN,PRP VBP RB,1
379,IN PRP$ NN,PRP IN PRP,1
347,IN NNS NNP,IN DT NNS,1
345,IN NNP VBP,IN NNP VBP,1
282,IN DT ``,IN DT ``,1
311,IN NN IN,IN VBZ DT,1
309,IN NN IN,IN IN PDT,1
308,IN NN IN,IN IN DT,1
307,IN NN IN,IN DT NNS,1
305,IN NN IN,. IN NN,1
303,IN NN FW,NN FW .,1
302,IN JJ RB,RB JJ IN,1
301,IN JJ NN,JJ NN IN,1
300,IN JJ NN,JJ NN .,1
139,DT NN RB,VBD RB WP,1
297,IN JJ NN,DT JJ NN,1
296,IN JJ NN,CC JJ NN,1
295,IN JJ DT,RB DT NN,1
294,IN IN IN,RB IN IN,1
293,IN IN DT,VBZ IN IN,1
292,IN IN DT,UH IN DT,1
291,IN IN DT,RP IN DT,1
290,IN IN DT,PRP IN DT,1
289,IN IN DT,IN IN DT,1
288,IN IN DT,IN DT NNS,1
286,IN IN DT,IN DT IN,1
285,IN IN DT,IN DT CD,1
284,IN IN DT,", IN IN",1
283,IN EX VBD,RB IN EX,1
138,DT NN RB,RP DT NN,1
312,IN NN IN,IN VBZ NN,1
344,IN NNP RB,RB RB IN,1
313,IN NN IN,JJ DT NN,1
343,IN NNP RB,IN NNP RB,1
342,IN NNP PRP,PRP VBZ PRP$,1
340,IN NNP IN,NNP IN PRP,1
338,IN NNP IN,IN NNP CC,1
337,IN NNP IN,DT NN IN,1
335,"IN NNP ,","NNP , WDT",1
333,IN NN _,IN NN _,1
332,IN NN WP,IN NN WP,1
330,IN NN RB,CC NN RB,1
329,IN NN PRP,VBG PRP VBP,1
328,IN NN PRP,VBG NN PRP,1
327,IN NN PRP,PRP VBZ IN,1
326,IN NN PRP,IN NN PRP,1
325,IN NN PRP,IN IN NN,1
324,IN NN PRP,CD NN PRP,1
322,IN NN PDT,PDT DT NNS,1
321,IN NN JJ,NN JJ .,1
320,IN NN JJ,IN NN JJ,1
319,IN NN IN,VBG DT NNS,1
318,IN NN IN,TO VB PRP$,1
317,IN NN IN,TO VB IN,1
316,IN NN IN,RB IN VBG,1
315,IN NN IN,RB IN CD,1
671,NN IN DT,NN NN CC,1
672,NN IN DT,NN NN VBD,1
674,NN IN DT,NNP IN DT,1
1043,PRP VB IN,DT VB IN,1
1041,PRP VB .,PRP$ NN .,1
1040,PRP VB .,PRP VBP .,1
1039,"PRP VB ,","DT VB ,",1
1038,"PRP UH ,","IN UH ,",1
1036,PRP TO VB,TO VB PRP,1
1035,PRP TO VB,PRP TO VB,1
1,", . DT",IN DT NN,1
1033,PRP TO VB,DT NNS TO,1
1032,PRP RB VBZ,RB VBZ PRP,1
1031,PRP RB PRP,VBN RB PRP,1
1030,PRP RB JJ,VBZ RB JJ,1
1029,PRP RB JJ,DT NN VBD,1
1028,"PRP RB ,","PRP$ RB ,",1
1027,"PRP RB ,",IN PRP RB,1
1026,PRP PRP$ NN,PRP$ NN NN,1
1025,PRP PRP$ NN,IN PRP PRP$,1
1024,PRP NN IN,PRP$ NN IN,1
1023,PRP MD VB,WP MD VB,1
1021,PRP MD VB,VBP VBN .,1
1020,PRP MD VB,RB PRP MD,1
1018,PRP MD VB,NN PRP MD,1
1017,PRP MD VB,MD VB VBN,1
1016,PRP MD VB,MD VB RB,1
1042,PRP VB .,VB . _,1
1044,PRP VB IN,PRP VBP IN,1
1011,PRP MD VB,IN DT NN,1
1045,PRP VB VBP,PRP VBD VBN,1
1072,PRP VBP VBN,WP PRP VBP,1
1071,PRP VBP VBN,PRP VBD TO,1
1070,PRP VBP NNS,", PRP VBP",1
1069,PRP VBP IN,WRB PRP VBP,1
1068,PRP VBP IN,TO VB PRP,1
1067,PRP VBP IN,NNS VBP IN,1
1066,PRP VBP IN,IN NN IN,1
69,CD CC CD,NN CD CC,1
1064,PRP VBP CC,NN PRP VBP,1
1062,PRP VBP .,PRP$ NN .,1
1061,PRP VBP .,", PRP VBP",1
1060,PRP VBG NNS,VBG NNS PRP,1
1059,PRP VBG IN,IN PRP VBG,1
1058,PRP VBD NNS,", PRP VBD",1
1057,PRP VBD IN,WDT VBD IN,1
1056,PRP VBD IN,VBD IN DT,1
1054,PRP VBD IN,IN WDT PRP,1
70,CD CC NNS,NNS CC NNS,1
1052,PRP VBD DT,VBD DT NN,1
71,CD DT CD,IN DT CD,1
1049,PRP VBD DT,DT VBD DT,1
1047,PRP VBD .,VBN . '',1
1046,PRP VBD .,NN PRP VBD,1
1015,PRP MD VB,MD VB PRP,1
1010,PRP MD VB,EX MD VB,1
1074,PRP VBZ .,DT VBZ .,1
977,NNS WDT DT,NN WDT DT,1
975,NNS VBZ JJ,NNS VBZ JJ,1
974,NNS VBZ IN,NN VBZ IN,1
973,NNS VBZ DT,DT NNS VBZ,1
972,NNS VBP TO,VBP NNS VB,1
971,NNS VBP IN,NNS VBP IN,1
970,NNS VBP IN,NNS POS NN,1
969,NNS VBP IN,NN VB IN,1
968,NNS VBP DT,PRP$ NN VBZ,1
967,NNS VBP DT,DT NNS VBP,1
966,NNS VBG NNS,NNS VBG NNS,1
965,NNS VBD TO,NNS VBD TO,1
964,NNS VBD TO,NN NNS VBD,1
963,NNS VBD JJ,NN VBD JJ,1
962,NNS VBD JJ,DT NNS VBD,1
961,NNS VBD IN,NNS VBD IN,1
960,NNS VBD IN,NN VBD IN,1
959,NNS TO VB,PRP TO VB,1
958,NNS TO VB,NNS TO VB,1
956,NNS TO VB,DT NNS TO,1
955,NNS RB _,PRP RB _,1
954,NNS RB VBP,NNS POS RB,1
953,NNS RB JJ,RB JJ NNS,1
952,NNS RB JJ,JJ RB JJ,1
976,NNS VBZ PRP$,DT NNS VBZ,1
979,NNS WDT PRP,NN WDT PRP,1
1008,PRP MD VB,CC PRP MD,1
980,NNS WDT PRP,NNS IN DT,1
1007,PRP MD VB,: PRP MD,1
1006,PRP MD VB,. _ _,1
1005,PRP MD VB,. PRP MD,1
74,CD IN NNS,CD IN NNS,1
1003,PRP JJ CC,PRP$ JJ CC,1
1002,"PRP JJ ,","JJ , PRP",1
1001,PRP IN NNP,PRP IN NNP,1
999,PRP DT NNS,DT NNS CC,1
998,PRP CD CC,CD CC CD,1
997,PRP CC TO,CC TO VB,1
996,PRP . _,PRP VBD .,1
75,CD IN NNS,NNS IN NNS,1
993,PRP . _,. _ _,1
992,"PRP , .","DT NN ,",1
991,PDT DT VBZ,IN PRP$ NN,1
989,PDT DT NN,PRP PDT DT,1
988,PDT DT NN,NNS PDT DT,1
987,PDT DT NN,NN IN DT,1
986,PDT DT NN,IN PDT DT,1
985,PDT DT NN,DT NN CC,1
984,PDT DT NN,"DT NN ,",1
983,PDT DT NN,DT JJ NN,1
982,NNS WDT PRP,VBZ IN PRP,1
1073,PRP VBP VBP,. PRP VBP,1
1075,PRP VBZ CD,PRP VBP CD,1
950,NNS PRP VBP,VBG PRP VBP,1
1171,RB : .,RB : .,1
63,CC RB PRP,IN CC RB,1
1166,RB . _,JJR . _,1
1164,RB . _,HYPH RB .,1
1163,RB . _,DT NN .,1
64,CC TO VB,", CC TO",1
1161,"RB , VBZ","RB , VBZ",1
1160,"RB , RB","RB , RB",1
1158,"RB , IN",IN DT JJ,1
1157,"RB , IN","CC , IN",1
1154,"RB , DT",", DT VBZ",1
1153,"RB , .","RB , .",1
1152,PRP$ VBN IN,PRP VBD IN,1
1151,PRP$ VBD WRB,PRP VBD WRB,1
1150,PRP$ VB .,PRP VB .,1
1149,PRP$ RB JJ,PRP VBZ RB,1
1147,PRP$ RB .,PRP RB .,1
65,CC TO VB,IN TO VB,1
1145,PRP$ NNS RB,IN PRP$ NNS,1
1144,PRP$ NNS IN,IN PRP$ NNS,1
1143,PRP$ NN WRB,IN PRP$ NN,1
1142,PRP$ NN VBP,VBP VBN PRP$,1
1141,PRP$ NN VBG,IN PRP$ NN,1
1140,PRP$ NN RB,TO VB PRP$,1
1170,RB . _,RBR . _,1
1172,"RB CC ,","RB CC ,",1
1138,PRP$ NN RB,IN PRP$ NN,1
1173,RB CC IN,", RB CC",1
61,CC RB IN,CC RB IN,1
1199,"RB JJ ,","NN JJ ,",1
1198,"RB JJ ,","JJ , CC",1
1197,RB IN WP,RB IN WP,1
1196,RB IN WP,IN RB IN,1
1195,RB IN NNP,TO VB RB,1
1193,RB IN NNP,NNP NN IN,1
1192,RB IN IN,RB IN IN,1
1191,RB IN IN,IN IN DT,1
1190,RB IN DT,VBP IN DT,1
1189,RB IN DT,RB PRP MD,1
62,CC RB PRP,. CC RB,1
1187,RB IN DT,PRP RB IN,1
1186,RB IN DT,JJR IN DT,1
1185,RB IN DT,JJ IN DT,1
1184,RB IN DT,IN RB DT,1
1183,RB IN DT,IN NN IN,1
1181,RB IN DT,", RB IN",1
1180,RB IN $,IN RB $,1
1179,RB DT NNS,RB VBZ RB,1
1176,RB DT NN,DT NN :,1
1175,RB CC NN,CC NN RB,1
1174,RB CC IN,RB CC IN,1
66,CC VB DT,NNS CC VB,1
1137,PRP$ NN PRP,VBG PRP$ NN,1
1076,PRP VBZ CD,PRP VBP DT,1
1105,PRP WDT NN,WP NN IN,1
1103,PRP VBZ VBN,VBZ VBN DT,1
1101,PRP VBZ VBN,PRP VBD VBN,1
1100,PRP VBZ VBN,", PRP VBZ",1
1099,PRP VBZ VBG,IN PRP VBZ,1
1098,PRP VBZ VBD,VBD WRB CD,1
1097,PRP VBZ VBD,PRP VBD DT,1
1096,PRP VBZ PRP$,PRP VBZ PRP$,1
1095,PRP VBZ PRP$,DT VBZ PRP$,1
1094,PRP VBZ PRP$,", PRP VBZ",1
1093,PRP VBZ PRP,JJ NN VBZ,1
1092,PRP VBZ NNS,PRP$ NNS CC,1
1091,PRP VBZ NN,PRP$ NN .,1
1090,PRP VBZ NN,"PRP$ NN ,",1
1089,PRP VBZ NN,DT VBZ NN,1
1088,PRP VBZ IN,WDT VBZ IN,1
1086,PRP VBZ IN,DT VBZ IN,1
1085,PRP VBZ IN,. PRP VBZ,1
1084,PRP VBZ IN,", PRP VBZ",1
1083,PRP VBZ DT,VBZ DT NN,1
1080,PRP VBZ DT,PRP VBP VBG,1
1079,PRP VBZ DT,EX VBZ DT,1
1078,PRP VBZ DT,DT VBZ DT,1
1077,PRP VBZ CD,VBZ CD IN,1
1104,PRP VBZ VBN,VBZ VBN VBN,1
1106,PRP WRB .,IN PRP WRB,1
1136,PRP$ NN NNP,PRP$ NN NNP,1
1107,PRP$ CD IN,PRP VBZ CD,1
1135,PRP$ NN JJR,PRP$ NN JJR,1
1134,PRP$ NN JJ,PRP VBZ NN,1
1133,PRP$ NN JJ,DT NN JJ,1
67,CC WP NNS,IN CC WP,1
1130,PRP$ NN IN,IN NN IN,1
1129,PRP$ NN IN,DT NN IN,1
1128,PRP$ NN CC,PRP$ NN CC,1
1127,PRP$ NN CC,PRP IN PRP$,1
1126,PRP$ NN CC,NN CC RB,1
1124,PRP$ NN CC,DT NN CC,1
1123,PRP$ NN CC,", PRP$ NN",1
1122,PRP$ NN .,NN . PRP,1
68,CD . IN,PRP VBD CD,1
1119,PRP$ NN .,". RB ,",1
1117,"PRP$ NN ,",IN PRP$ NN,1
1116,"PRP$ NN ,",", PRP$ NN",1
1115,PRP$ JJ NN,VB PRP$ JJ,1
1114,PRP$ JJ NN,PRP$ JJ NN,1
1112,PRP$ JJ NN,DT JJ NN,1
1111,PRP$ JJ NN,", PRP$ JJ",1
1110,PRP$ JJ IN,PRP VBZ JJ,1
1109,PRP$ DT NN,DT NN IN,1
150,DT NNS RB,DT JJ NNS,1
951,NNS PRP VBZ,NN PRP VBZ,1
76,CD NN .,NN CD NN,1
97,DT IN DT,PRP IN DT,1
782,NN RB PRP,NNS RB PRP,1
777,NN RB DT,PRP$ NN RB,1
776,NN PRP$ NN,VBG PRP$ NN,1
775,NN PRP$ NN,RB IN PRP$,1
774,NN PRP VBZ,VBP PRP VBZ,1
772,NN PRP VBZ,DT NN PRP,1
770,NN NNS JJ,NNS IN NNS,1
769,NN NNS IN,VBG NNS IN,1
768,NN NNS IN,NN NNS RB,1
767,NN NNS IN,NN NNS IN,1
87,CD NNS IN,IN VBG PRP,1
765,NN NNS IN,IN NNS IN,1
764,NN NNS DT,NNS NNS DT,1
763,NN NNP IN,DT NN NNP,1
762,"NN NNP ,","NNP NN ,",1
761,NN NN RB,TO VB NN,1
88,CD NNS JJ,CD NN JJ,1
757,NN NN PRP,NN PRP VBD,1
756,NN NN PRP,NN NN PRP,1
754,NN NN PRP,DT NN PRP,1
753,NN NN JJ,NN NN JJ,1
751,NN NN IN,PRP$ NN IN,1
89,CD NNS NN,CD NN NN,1
748,NN NN IN,NN IN NN,1
781,NN RB PRP,NNP RB PRP,1
86,CD NNS IN,IN CD NNS,1
744,NN NN IN,JJ IN DT,1
85,CD NNS IN,CD HYPH NN,1
82,CD NNP .,IN CD NNP,1
809,NN VBZ DT,NNS VBZ DT,1
807,NN VBZ DT,IN VBZ DT,1
806,NN VBZ DT,DT NN VBZ,1
805,"NN VBZ ,","VBZ NN ,",1
804,NN VBP DT,NNS VBP DT,1
803,NN VBP CC,NNS VBP CC,1
802,NN VBG IN,PRP VBP VBG,1
801,NN VBG IN,NN VBG IN,1
800,NN VBG IN,IN DT NN,1
799,NN VBD TO,NNS VBD TO,1
797,NN VBD NN,DT NN VBD,1
796,NN VBD JJ,NNS VBD JJ,1
83,CD NNS CC,IN CD NNS,1
794,NN VBD IN,RB VBD TO,1
793,NN VBD IN,PRP DT VBD,1
84,CD NNS IN,", CD NNS",1
791,NN VBD IN,DT NN VBD,1
790,NN VBD DT,PRP$ NN VBD,1
789,NN VBD DT,NNS VBD DT,1
788,NN VB IN,DT NN IN,1
787,NN TO VB,VBN TO VB,1
785,NN TO VB,NNS TO VB,1
747,NN NN IN,NN IN IN,1
743,NN NN IN,IN VBG NN,1
815,NN VBZ NN,VBP NN VBZ,1
706,NN IN NN,VBN IN NN,1
704,NN IN NN,TO VB IN,1
702,NN IN NN,PRP NN IN,1
700,NN IN NN,NNP IN NN,1
699,NN IN NN,NN WDT VBZ,1
698,NN IN NN,NN TO VB,1
697,NN IN NN,NN NN IN,1
696,NN IN NN,NN NN .,1
695,NN IN NN,NN IN VBG,1
96,DT IN DT,NN IN DT,1
693,NN IN NN,NN CC DT,1
692,NN IN NN,NN . DT,1
691,NN IN NN,"NN , PRP",1
690,NN IN NN,"NN , DT",1
688,NN IN NN,JJ HYPH NN,1
687,NN IN NN,IN NN IN,1
685,NN IN NN,", NN IN",1
684,NN IN IN,VB HYPH NN,1
682,NN IN IN,JJ IN IN,1
681,NN IN IN,DT NN IN,1
680,NN IN FW,JJ IN FW,1
678,NN IN DT,VBG IN DT,1
677,NN IN DT,TO VB IN,1
676,NN IN DT,PRP$ NN IN,1
705,NN IN NN,VBG NN IN,1
708,NN IN NNP,IN NNP CC,1
90,CD NNS PRP,DT CD NNS,1
709,NN IN NNP,JJ NN .,1
741,NN NN CD,NN CD NN,1
740,NN MD VB,WDT MD VB,1
91,DT . _,. _ _,1
736,NN JJR .,NNS JJR .,1
735,NN JJ IN,NNS JJ IN,1
734,NN JJ HYPH,NN JJ HYPH,1
733,NN JJ HYPH,IN JJ HYPH,1
732,NN JJ CC,IN NNP NNP,1
731,NN JJ .,NNS JJ .,1
730,NN IN ``,NNS IN ``,1
729,NN IN WRB,NN IN WRB,1
728,NN IN WP,NNS IN WP,1
726,NN IN TO,NN IN TO,1
725,NN IN RB,JJ IN RB,1
723,NN IN NNS,TO VB IN,1
93,DT CD NNS,CD NNS IN,1
720,NN IN NNS,JJ IN NNS,1
718,NN IN NNP,VB IN NNP,1
717,NN IN NNP,PRP$ NN IN,1
716,NN IN NNP,PRP NN IN,1
715,NN IN NNP,NNS IN NNP,1
713,NN IN NNP,NNP NNPS NN,1
711,NN IN NNP,NN NN NN,1
814,NN VBZ JJ,NN VBZ JJ,1
816,NN VBZ PRP$,DT VBZ PRP$,1
947,NNS NNS RB,JJ NNS RB,1
913,NNS CC IN,JJ CC IN,1
911,NNS CC DT,NN IN NNS,1
80,CD NN JJ,JJ HYPH JJ,1
909,NNS CC DT,CC DT NN,1
908,NNS . IN,NNS . IN,1
906,"NNS , VBP","CC NNS ,",1
905,"NNS , VBD","NN , VBD",1
903,"NNS , RB","NN , RB",1
901,"NNS , NNP","NNS , NNP",1
81,CD NN RB,IN CD NN,1
898,"NNS , IN","DT NNS ,",1
896,"NNS , DT","NN , DT",1
895,"NNS , .","NNS , .",1
894,"NNPS , RB","NNS , RB",1
893,"NNPS , :","NNP , :",1
892,NNP VBZ TO,NN VBZ TO,1
891,NNP VBZ PRP$,PRP$ NN VBZ,1
890,NNP VBZ PRP$,NNP VBZ PRP$,1
889,NNP VBZ PRP$,NN VBZ PRP$,1
888,NNP VBZ NNS,NNS NNP VBZ,1
883,NNP VBG IN,IN NNP VBG,1
882,NNP VBG DT,NNS VBG DT,1
881,NNP VBD IN,JJ VBD IN,1
880,NNP VBD DT,WDT VBD DT,1
912,NNS CC DT,NNS CC DT,1
915,NNS CC IN,NNS CC IN,1
878,NNP RB PRP,DT NNP RB,1
916,NNS CC TO,NNS CC TO,1
946,NNS NNS PDT,NN NNS PDT,1
77,CD NN IN,DT NN IN,1
78,CD NN IN,JJ NN IN,1
942,NNS NNP CC,NNP CC NNP,1
941,"NNS NNP ,","NN NNP ,",1
940,NNS NN IN,NNS POS NN,1
939,NNS NN IN,NNS NN IN,1
938,NNS NN IN,NN VBG PRP,1
937,NNS JJ JJ,NNS JJ JJ,1
936,NNS JJ CC,NNS JJ CC,1
