,correct_trigram_tags,error_type,count
1182,PRP$ NN VBD,MD,1
1181,PRP$ NN TO,UT,1
1180,PRP$ NN RBR,W,1
1177,PRP$ NN RB,MD,1
1176,PRP$ NN NNP,AGD,1
1175,PRP$ NN NN,W,1
1174,PRP$ NN NN,UJ,1
1173,PRP$ NN NN,UA,1
1172,PRP$ NN JJR,W,1
1171,PRP$ NN JJR,DI,1
1170,PRP$ NN JJ,UC,1
1169,PRP$ NN IN,SX,1
1168,PRP$ NN IN,S,1
1131,PRP VBZ DT,RA,1
1130,PRP VBZ DT,MP,1
1129,PRP VBZ DT,MA,1
1096,PRP VBD RB,UC,1
1094,PRP VBD PRP$,R,1
1093,PRP VBD PRP$,MA,1
1092,PRP VBD NNP,UC,1
1091,PRP VBD JJ,MA,1
1089,PRP VBD IN,MA,1
1088,PRP VBD IN,DA,1
1087,PRP VBD DT,W,1
1086,PRP VBD DT,UV,1
1085,PRP VBD DT,RP,1
1083,PRP VBD DT,R,1
1081,PRP VBD CD,M,1
1080,PRP VBD .,R,1
1079,PRP VBD .,MA,1
1078,PRP VB DT,MA,1
1077,PRP VB .,DA,1
1076,PRP TO VB,IA,1
1075,PRP TO VB,AGA,1
1074,PRP RB _,S,1
1072,PRP RB PRP,MA,1
1070,PRP RB IN,MA,1
1068,PRP RB .,DA,1
1067,PRP PRP$ NN,R,1
1065,"PRP PRP ,",RA,1
1095,PRP VBD RB,R,1
1097,PRP VBD TO,R,1
1128,PRP VBZ CD,MP,1
1098,PRP VBD VBD,R,1
1127,PRP VBZ .,UV,1
1126,"PRP VBZ ,",MA,1
1125,PRP VBP VBN,UN,1
1124,PRP VBP VBN,MA,1
1122,PRP VBP VBG,R,1
1121,PRP VBP VBG,M,1
1120,PRP VBP TO,RP,1
1119,PRP VBP RB,X,1
1117,PRP VBP RB,UP,1
1115,PRP VBP RB,R,1
1114,PRP VBP RB,M,1
1113,PRP VBP PRP$,W,1
1112,PRP VBP PRP,MA,1
1111,PRP VBP NN,RA,1
1110,PRP VBP IN,UV,1
1109,PRP VBP IN,RA,1
1108,PRP VBP IN,MA,1
1105,PRP VBP DT,AG,1
1104,PRP VBP CD,R,1
1103,PRP VBP .,RA,1
1102,PRP VBP .,M,1
1101,PRP VBD WRB,DA,1
1099,PRP VBD VBN,R,1
924,NNP RB IN,S,1
923,NNP PRP$ NN,S,1
922,NNP PRP VBD,S,1
718,NN CC JJ,UD,1
731,NN FW .,S,1
730,NN DT HYPH,RN,1
729,NN DT .,RN,1
728,NN CD NN,W,1
727,NN CD NN,MN,1
726,NN CD CC,MN,1
725,"NN CD ,",UD,1
724,NN CC VBZ,S,1
722,NN CC RB,UD,1
721,NN CC PRP$,S,1
720,NN CC PRP,UD,1
717,NN CC IN,S,1
920,NNP POS JJS,MP,1
716,NN CC IN,RP,1
715,NN CC IN,RN,1
714,NN CC IN,FN,1
713,NN CC IN,CN,1
710,NN CC DT,RP,1
708,NN CC DT,FN,1
707,NN CC DT,DN,1
706,NN CC DT,CN,1
704,NN : _,RP,1
703,NN : RB,MA,1
702,NN : DT,RP,1
732,NN FW .,UT,1
733,NN HYPH NN,MP,1
736,NN IN DT,ID,1
737,NN IN DT,M,1
777,NN IN PRP,IN,1
776,NN IN PDT,S,1
775,NN IN PDT,RN,1
773,NN IN NNS,RP,1
771,NN IN NNS,M,1
769,NN IN NNS,AGN,1
768,NN IN NNP,UJ,1
765,NN IN NNP,RP,1
761,NN IN NNP,DN,1
760,NN IN NN,W,1
758,NN IN NN,UJ,1
756,NN IN NN,SA,1
752,NN IN NN,ID,1
751,NN IN JJ,MQ,1
750,NN IN IN,UN,1
748,NN IN IN,RP,1
747,NN IN IN,M,1
746,NN IN IN,AGN,1
745,NN IN DT,X,1
744,NN IN DT,UV,1
743,NN IN DT,UN,1
742,NN IN DT,SX,1
740,NN IN DT,RP,1
701,NN : .,RN,1
700,"NN : ,",UD,1
699,NN . _,UY,1
664,"NN , NN",SX,1
662,"NN , MD",SX,1
661,"NN , IN",UJ,1
660,"NN , IN",SX,1
654,"NN , DT",RP,1
653,"NN , DT",RN,1
652,"NN , DT",AGN,1
651,"NN , CC",S,1
649,"NN , .",RP,1
648,"NN , .",DN,1
647,MD VB VBN,UY,1
646,MD VB VBN,UA,1
644,MD VB VBG,MV,1
640,MD VB TO,L,1
639,MD VB RBR,TV,1
638,MD VB RBR,RV,1
637,MD VB RB,UA,1
634,MD VB RB,MN,1
633,MD VB PRP$,TV,1
632,MD VB PRP$,RV,1
631,MD VB PRP,UA,1
629,MD VB NNS,TV,1
628,MD VB JJS,RV,1
627,MD VB JJR,TV,1
663,"NN , NN",FV,1
665,"NN , NN",UC,1
698,NN . _,U,1
666,"NN , PRP",UJ,1
696,NN . _,SA,1
694,NN . _,RP,1
692,NN . _,R,1
690,NN . RB,SX,1
689,NN . RB,RP,1
688,NN . PRP$,DN,1
687,NN . PRP,UA,1
686,NN . PRP,MN,1
682,NN . IN,FN,1
681,NN . IN,AGN,1
680,NN . DT,R,1
679,NN . DT,MN,1
678,NN . CC,RP,1
677,NN -RRB- .,DN,1
676,NN -LRB- NNS,MN,1
675,"NN , _",S,1
674,"NN , VBP",S,1
673,"NN , VBG",FV,1
672,"NN , VBD",FN,1
670,"NN , RB",RP,1
669,"NN , RB",MA,1
668,"NN , RB",FN,1
667,"NN , PRP",W,1
778,NN IN PRP,MN,1
779,NN IN TO,S,1
780,NN IN VBG,ID,1
888,NN WDT VBZ,R,1
884,NN WDT DT,RN,1
883,NN VBZ VBN,RA,1
882,NN VBZ TO,RP,1
881,NN VBZ TO,RN,1
880,NN VBZ RB,W,1
877,NN VBZ JJ,SA,1
874,NN VBZ IN,RA,1
872,NN VBZ IN,FN,1
871,NN VBZ IN,DN,1
870,NN VBZ DT,S,1
868,NN VBZ DT,RN,1
867,NN VBG PRP,R,1
866,NN VBG IN,S,1
865,NN VBG DT,MA,1
864,NN VBD TO,S,1
863,NN VBD TO,RN,1
862,NN VBD NN,RA,1
859,NN VBD JJ,DN,1
856,NN VB IN,RN,1
853,NN TO VB,MN,1
852,NN TO VB,FV,1
851,NN TO VB,FN,1
850,NN TO VB,DN,1
885,NN WDT DT,S,1
889,NN WDT VBZ,U,1
848,NN RB RB,UD,1
890,NN WP VBD,RP,1
919,NNP NNPS NN,W,1
918,NNP NNP IN,S,1
917,NNP NNP DT,W,1
916,NNP NNP CC,S,1
914,NNP NN IN,U,1
913,NNP NN DT,S,1
912,"NNP NN ,",W,1
911,NNP IN PRP,UT,1
909,NNP IN NN,S,1
908,NNP IN IN,RP,1
906,NNP CC NNP,W,1
905,NNP CC DT,S,1
904,NNP . _,UD,1
902,NNP . CC,S,1
900,"NNP , WDT",UT,1
899,"NNP , RB",UD,1
898,"NNP , RB",S,1
897,"NNP , PRP$",RP,1
895,"NNP , DT",UD,1
894,"NNP , DT",S,1
893,"NNP , :",AGN,1
892,NNP '' VBZ,UD,1
891,NN WRB RB,S,1
849,NN RBR .,W,1
847,NN RB PRP,S,1
782,"NN JJ ,",X,1
814,NN NNS .,S,1
812,"NN NNS ,",W,1
811,"NN NNS ,",RP,1
810,NN NNP IN,W,1
809,"NN NNP ,",FN,1
808,NN NN VBZ,RN,1
807,NN NN VBD,W,1
805,NN NN PRP,S,1
804,NN NN NN,W,1
803,NN NN JJ,RN,1
802,NN NN IN,W,1
800,NN NN IN,SA,1
799,NN NN IN,S,1
798,NN NN IN,RP,1
796,NN NN IN,CN,1
794,NN NN CC,W,1
792,NN NN .,RP,1
791,NN NN .,RN,1
790,"NN NN ,",RN,1
789,"NN NN ,",RJ,1
788,"NN NN ,",MN,1
785,NN JJ IN,RP,1
784,NN JJ HYPH,S,1
783,NN JJ .,UT,1
813,NN NNS .,AGN,1
815,NN NNS .,U,1
846,NN RB PRP,RN,1
816,NN NNS .,W,1
845,NN RB JJ,S,1
844,NN RB JJ,RP,1
843,NN RB JJ,RN,1
842,"NN RB ,",W,1
839,NN PRP VBZ,FN,1
838,NN PRP VBP,S,1
837,NN PRP VBP,RN,1
836,NN PRP VBP,MN,1
835,NN PRP VBP,DN,1
834,NN PRP VBP,CN,1
832,NN PRP VBD,UN,1
831,NN PRP VBD,SX,1
829,NN PRP VBD,MA,1
828,NN PRP VBD,DN,1
827,NN PRP MD,MN,1
826,NN POS NNS,S,1
824,NN POS NN,RP,1
822,NN POS NN,MN,1
821,NN NNS VBD,RP,1
820,NN NNS RB,RN,1
819,NN NNS PDT,CN,1
818,NN NNS IN,MJ,1
817,NN NNS IN,DN,1
2068,`` IN NNP,UN,1
